Country_Name,Country_Code,Anxiety,Bipolar,Depression,Eating Disorders,Schizophrenia,Self-Harm,Has_MH_Policy,Has_MH_Services,Has_MH_Legislation
Ecuador,ECU,671.547860793516,174.1650372977918,511.5459027466875,90.25865028768844,145.37988702984907,427.879729527678,0.0,0,1.0
Egypt,EGY,532.8279197552021,144.93723806966338,550.4657600888683,65.43937350494285,143.29647920952596,60.23778548945945,1.0,1,1.0
El Salvador,SLV,528.6417216234621,162.13837335096457,516.1369151993225,62.52025815909718,139.4665110676462,394.79310660255436,1.0,0,1.0
Eritrea,ERI,418.85341010744645,119.26993485718282,779.3715122136501,34.44134892132675,123.48050241778074,867.0843258451888,0.0,0,1.0
Estonia,EST,450.04446338209794,102.3154585124802,631.0503540530414,60.753386240569185,128.93273539034473,572.6848105629931,1.0,1,1.0
Eswatini,SWZ,453.4729902072979,107.9931565934978,731.4504521364204,54.929817318734045,127.30166407491286,1092.8006705953917,0.0,1,0.0
Ethiopia,ETH,425.19105349132343,125.18263891807597,776.4659966136978,34.70180418446687,125.70067732358795,599.8231720379503,0.0,0,0.0
Fiji,FJI,483.3755344623562,60.34710237704494,355.4506695752668,37.79067763819106,172.53512858090045,469.1159736217341,0.0,1,1.0
Finland,FIN,497.99558196008553,184.3551347716811,567.4547738865137,147.6037737851984,167.5802193753406,588.8770394951632,1.0,1,0.0
France,FRA,801.7390868490972,183.3263735859801,553.4307125471987,140.736748123147,160.88652228218794,502.09659483248333,1.0,0,1.0
Gabon,GAB,435.74445689393366,109.06421942354837,900.2577639027137,63.338126420948754,135.0544752847059,763.4607541546728,0.0,1,1.0
Gambia,GMB,365.85105300037264,102.07144199517029,986.6738254280745,36.55071097634954,127.85597541822446,500.8770604777786,1.0,1,1.0
Georgia,GEO,298.46443095298923,101.86680916985871,583.7395461185616,44.69837205301978,130.84517215242204,358.2768622513992,0.0,1,1.0
Germany,DEU,796.4185075347694,166.56175940863346,484.0246548130711,129.62395243485682,150.9699955834522,416.36600028971833,1.0,1,1.0
Ghana,GHA,345.7157843230653,103.28607591776448,745.1250931340194,46.065532421532716,135.46692307027058,492.38125875306673,1.0,1,1.0
Greece,GRC,724.1037843868214,184.72853367228277,768.0891207543806,128.45486516780952,163.9170451387063,169.22554790092676,1.0,1,1.0
Grenada,GRD,537.1486467300938,175.47940888702053,453.5077206176958,75.96276546470484,140.79006334677854,224.63478893580162,0.0,1,0.0
Guatemala,GTM,520.1087863647488,160.48079706866636,585.1626930463352,63.19080788069655,136.70245140741196,289.6623786847074,1.0,0,1.0
Guinea,GIN,367.5506723260991,101.71042891107263,726.3634557831261,35.78221830248969,127.62222880268037,456.6172572680537,1.0,0,1.0
Guinea-Bissau,GNB,352.987519509851,101.96900304077406,734.0147915661939,33.845607653122975,125.37973968871094,776.1932576097954,0.0,0,0.0
Guyana,GUY,547.5816121364641,169.85202384920692,709.751770502951,66.01555493532365,130.39503348868772,1463.9954997549416,1.0,1,1.0
Haiti,HTI,542.2675040374988,170.12711114558877,495.17898208010246,41.969682130325396,120.92204104700987,418.2495739084475,0.0,0,1.0
Honduras,HND,528.1936078792525,162.83151386890353,527.890330486645,55.40430826052256,136.65072353227487,251.51469056653931,1.0,0,1.0
Hungary,HUN,445.60351605968305,103.53657799654611,438.57434178950564,61.011672711628485,137.07006228468498,601.9909942389979,0.0,0,0.0
Iceland,ISL,640.1297195736328,180.24406379902177,391.9039734745017,139.18199915113283,169.12265881139442,473.41134164802975,0.0,0,1.0
India,IND,387.19454422343705,74.5386893331116,566.8518313108091,48.29708452136722,176.880098754086,626.2886555444314,0.0,1,1.0
Indonesia,IDN,457.5731518545961,73.94795871425997,295.83742842103777,39.660869523304115,175.01835252992632,101.18480950487405,1.0,1,1.0
Iran (Islamic Republic of),IRN,839.2871872863915,163.517972727384,658.869658475073,83.73278574271605,150.37998303438627,201.79811264759542,1.0,1,1.0
Iraq,IRQ,626.8726724163838,138.35830406548507,512.2794956544935,71.56069246231809,141.74564753289437,231.16692568769975,0.0,1,1.0
Ireland,IRL,826.5753047960084,148.79801784572973,597.4152994727256,140.07147350511053,203.04421704482195,358.26786457887147,1.0,1,1.0
Israel,ISR,479.6592205028564,213.19113705664657,623.4497911774298,110.3535173825234,164.82838472045,244.2438861743757,1.0,1,1.0
Italy,ITA,704.4600331808186,183.5911952021097,546.1022652357178,160.74923274745416,158.8007808472586,209.02106897517348,1.0,1,1.0
Jamaica,JAM,524.4058235749694,176.79423179491576,426.5976324320643,66.4653729543305,139.16686695793626,63.756254676404836,1.0,1,1.0
Japan,JPN,303.7510572871861,113.04220081827484,296.8460031398979,129.11146862439332,166.99075373021964,592.3091741864918,1.0,1,1.0
Jordan,JOR,599.3901779922702,154.33345891702766,546.3867025927727,62.94277685000068,145.5671507246813,53.58378516525473,0.0,0,1.0
Kenya,KEN,415.496238646525,121.44321291118489,804.4144991776296,41.506786006506815,127.66530575402567,666.9131081746947,0.0,1,1.0
Kiribati,KIR,477.4800668662078,59.7558492094152,348.01913249903623,25.107180915043664,151.9358812201529,886.5876447182089,0.0,1,1.0
Kuwait,KWT,556.9464521664723,157.33376475921347,545.7033587881996,109.45767657157664,166.05107921663418,88.25759284774469,1.0,0,0.0
Kyrgyzstan,KGZ,271.3790374730915,102.3623083262505,561.8798734615045,36.53418293412853,125.09788313260238,486.0486923510392,1.0,1,1.0
Lao People's Democratic Republic,LAO,572.3494368756438,73.65711628892659,330.4609437734833,35.962988311553474,164.95330117881545,278.94740311842054,1.0,0,1.0
Latvia,LVA,488.5295990820598,101.67286778955135,632.9123550253212,57.97816756032596,126.97913538936075,695.7245466335888,1.0,0,0.0
Lebanon,LBN,754.8637979626851,186.10989622548374,659.815522071226,68.18809009997264,147.41643600874974,47.55091360809005,0.0,1,1.0
Lesotho,LSO,444.5331845778726,107.67666487601895,936.4531618626875,40.556974077956156,118.04643730365733,1198.439246672992,0.0,1,0.0
Liberia,LBR,365.66876321831677,100.47581548389275,762.5949439778411,29.26659117845588,123.33920292605958,563.5686803922439,1.0,1,1.0
Lithuania,LTU,565.7727238758079,102.05656583618429,668.5821987930489,60.97320733809326,127.89431274469253,1032.0190450355828,1.0,1,1.0
Luxembourg,LUX,678.3899357997883,185.2985358569898,458.0735093892635,176.76040292763386,174.56021987851207,347.5602596877514,1.0,1,0.0
Madagascar,MDG,449.67772460851836,120.52123690033196,786.1980527409573,33.36575990417442,124.89076384968523,588.0854305539744,1.0,1,1.0
Malawi,MWI,438.72261697376837,119.14092208469579,649.8371496036625,30.567261527883726,117.01210076084038,822.5980524632809,0.0,1,1.0
Malaysia,MYS,571.1930902099654,72.25300945746116,463.12672088400717,53.18397448136634,184.9949721878177,231.90054724106187,1.0,1,1.0
Maldives,MDV,465.02994534316264,73.25856936519811,411.67836651631416,46.175165582412625,188.08643942898718,96.47786522818548,0.0,0,1.0
Mali,MLI,326.63833303611426,101.79326946344702,560.6134476946985,35.862485304225764,127.18198318629085,413.97732421106093,0.0,0,0.0
Malta,MLT,728.0506170083659,186.48005837141588,427.07267362893316,128.49503150086585,168.420691042204,178.58529813616718,1.0,1,1.0
Marshall Islands,MHL,475.7129518996688,59.74933726587195,343.6970562672556,29.034971517360464,158.13865365584763,952.4812867271482,0.0,0,1.0
Mauritania,MRT,329.3531684489377,103.1243260919815,610.9841141130004,42.10809322536723,134.98928194793018,305.1947378560025,1.0,0,1.0
Mauritius,MUS,466.40566575831633,71.99434251640226,521.0651142650983,47.29129307171182,180.04408440659194,453.0050097560078,0.0,1,1.0
Mexico,MEX,460.5522312514338,182.18350679246254,555.3049606229517,78.22168328567346,151.3649134234878,304.43207923440673,1.0,1,1.0
Micronesia (Federated States of),FSM,479.2301089987809,60.26788483694511,349.03616417905897,28.559439726731444,156.72749961090057,957.9846050826882,1.0,1,0.0
Monaco,MCO,688.5339275235725,184.97532595727156,584.4579557487449,243.18693864637993,184.86814538312223,533.2337990317926,1.0,1,1.0
Mongolia,MNG,250.8968450709511,101.38316384920343,596.3537397149427,47.7792671324894,130.76317975387977,773.4993007019916,1.0,1,0.0
Montenegro,MNE,487.09253034185116,104.45334273965389,441.3830010258458,51.902858770290756,135.18020364944897,662.757620302067,1.0,1,1.0
Morocco,MAR,607.5933138285278,150.39999349286603,724.8532702722325,57.86899820478532,140.1080231618777,177.24136222764002,1.0,1,1.0
Mozambique,MOZ,440.9680667334385,117.03074772037849,802.1764526090949,31.058274322284376,115.30126442448189,1016.1154447152297,0.0,0,1.0
Myanmar,MMR,481.8384799282997,71.32118164063439,260.061381243755,34.11283823876907,161.95925900863017,185.57364219949764,1.0,1,1.0
Namibia,NAM,447.1373252957344,109.42737991831612,571.9581120587828,58.04140215639365,132.39985070837895,697.6843136438697,1.0,1,0.0
Nauru,NRU,476.73672665951017,59.72928389036669,383.2337838940677,41.25353720851596,168.30441512339155,1186.3940824867093,0.0,1,1.0
Nepal,NPL,417.9051210851469,79.93446043220345,815.0725110747652,39.10539701328337,165.1925457993722,790.0962515382414,1.0,0,1.0
Netherlands,NLD,831.8140569850398,172.10082581593727,503.20593112678426,115.71550321427051,228.768778964377,410.5930244322067,1.0,1,1.0
New Zealand,NZL,756.1224785205508,273.64752331256693,397.4437676023421,177.40791610225207,222.43292826271903,479.5170329405065,1.0,1,1.0
Nicaragua,NIC,533.4593562662541,164.68391350434507,494.30087943987724,55.57474433327122,141.8300591282215,298.0351677333709,0.0,1,0.0
Niger,NER,331.33520756738665,102.16977530785569,683.1069313228228,29.015394290733898,124.12980136359829,411.41246442312206,0.0,0,1.0
Nigeria,NGA,341.6880639428546,103.16955896713148,615.0679253923533,47.12013852720127,141.04445471794182,475.3934963547281,1.0,0,0.0
Niue,NIU,479.20989257444603,60.44390173024345,385.6147763093911,39.69181365508077,173.47841357504126,721.8643468074994,0.0,1,1.0
North Macedonia,MKD,495.3061778786243,105.1546545894676,407.59973285537774,48.371146616496986,135.94503860870336,342.95172946911333,1.0,1,1.0
Norway,NOR,819.1945403868779,166.13723995295177,490.57447953591156,146.67345614860423,172.2402840369897,451.5102705512971,1.0,1,1.0
Oman,OMN,607.9924284002412,138.06808123145495,580.7255961708892,95.08163135732353,158.1153637302048,53.76184366680985,1.0,0,1.0
Pakistan,PAK,418.76089299825765,81.20637280757688,617.8310553495629,46.942529785377324,171.40255513896764,313.0515060809055,1.0,1,0.0
Panama,PAN,491.9540342105021,164.903595722942,472.7034314421603,86.13552887811308,152.46437043341876,247.6327984657231,1.0,0,1.0
Papua New Guinea,PNG,469.6866257561857,60.05055029333549,365.1130216973393,29.811037064999777,161.3300258860388,134.7674204072353,1.0,1,1.0
Paraguay,PRY,835.4149355781226,206.57440336677215,445.3653872163049,72.86802235883022,146.21912041737258,297.3757039401782,1.0,0,1.0
Peru,PER,728.4125715609584,175.51647232662538,325.5680301743485,95.09109660462678,149.18424107572415,142.783592887742,1.0,1,1.0
Philippines,PHL,524.7652869863927,73.06678417580959,393.6094903859252,37.184844722237024,169.11726357858961,180.91899929920743,1.0,2018,1.0
Poland,POL,426.0959131734757,105.68027610599334,301.1896006891265,63.61896928693483,139.18068716277804,560.9221640161422,1.0,1,1.0
Portugal,PRT,992.6450171589306,183.36411134194495,709.1176208283517,116.83937380468332,162.54155212078368,376.0266909135451,1.0,1,1.0
Qatar,QAT,569.3660238776898,154.5025723426326,586.7585214509564,134.54220928623297,172.87039521940216,147.56930193950015,1.0,1,1.0
Republic of Korea,KOR,385.5125358966509,99.91427757114937,301.5608257448647,111.81087015741218,159.61519756206985,922.0682626287316,1.0,1,1.0
Republic of Moldova,MDA,506.3568320032875,102.87114119322875,518.793768375985,42.63906889869052,120.9031645886531,543.3759318989315,0.0,1,1.0
Romania,ROU,444.5395882750018,127.42818859767725,401.3223364136766,53.03720882638511,135.99719399342118,376.32697388414726,1.0,1,1.0
Russian Federation,RUS,435.289617985597,102.59054633322187,476.865356260614,59.191359445385174,126.35357458981575,968.5872623761234,1.0,1,1.0
Rwanda,RWA,424.804344565805,119.86577500619458,817.1527197020005,35.71755041560798,124.25002450868533,700.4032288946446,1.0,0,1.0
Saint Kitts and Nevis,KNA,532.8849697655268,175.2597621537186,584.2644336069575,91.66450817450351,147.3654500498203,130.89895279311733,0.0,1,0.0
Saint Lucia,LCA,540.7405240173149,175.31433177228422,472.5767797797042,72.20420070213196,141.05232347149789,279.8646826982814,0.0,1,0.0
Saint Vincent and the Grenadines,VCT,532.6143910446349,172.93962776534016,477.69261305155834,69.54771275373352,137.50046483963877,263.71702501726577,0.0,1,0.0
Samoa,WSM,477.60670105403227,59.88457253634631,333.6592567000587,32.943275928875025,164.4303649380093,656.5731813338774,1.0,1,1.0
San Marino,SMR,713.0398364888142,186.60203950470557,601.5354316434432,138.49677597772202,170.108832037079,311.8181624036241,0.0,0,0.0
Sao Tome and Principe,STP,350.3062455382024,104.22065396799603,580.8436912955359,41.07676012004421,137.4430478298417,77.66378316056867,0.0,0,1.0
Saudi Arabia,SAU,579.6082153622627,158.44727547095067,587.3151547391018,91.49956658883481,157.69980593702195,277.9235545830689,1.0,1,1.0
Senegal,SEN,350.8659981790562,102.37503719000254,683.4673129951678,40.39026074375323,132.5884281997084,687.2215441566855,1.0,1,1.0
Serbia,SRB,448.7839375632294,104.30027125289979,445.4729018128182,50.37943516409247,134.29749647856838,576.4757813859208,1.0,1,1.0
Seychelles,SYC,470.7355741096608,71.88938662337662,341.36888860516086,51.06437914076326,184.4216106372976,286.11247498163664,0.0,1,0.0
Sierra Leone,SLE,375.2021174462404,101.98682291798025,733.6696247695186,32.77687154462656,126.43240663369079,434.9218681509614,1.0,0,1.0
Singapore,SGP,336.26752969301214,131.65702352663388,289.1722452863138,141.74155797339412,161.61612447078699,320.4910724080698,1.0,1,1.0
Slovakia,SVK,452.0689432926162,104.48500500057018,410.63579826153887,59.014438602292664,139.85716549003192,465.71498725243254,1.0,1,1.0
Slovenia,SVN,446.57404719903485,104.4653023030896,502.0337831940873,58.8896417623221,140.44217017638493,597.7262685297989,0.0,1,0.0
Solomon Islands,SLB,478.74524665845263,59.73980081776875,361.5346433465949,25.543100026394786,153.23713818480095,947.3648763036156,0.0,1,1.0
Somalia,SOM,408.3663486450235,118.99212712165514,786.2426043074123,17.671582510689785,108.61675550162951,685.0079026387481,0.0,0,0.0
South Africa,ZAF,477.1453478895871,110.2565042299587,669.6161909127843,59.18890601160116,133.31233156439566,690.3197920609174,1.0,1,1.0
Spain,ESP,626.8286420082964,183.14986119207734,687.3343069717466,164.93688690681446,168.96309472705678,261.66234336408746,1.0,0,1.0
Sri Lanka,LKA,479.8133681507682,71.81340677224347,349.28710901046065,40.566610609638026,174.34354029400066,764.0191630834433,1.0,1,1.0
Sudan,SDN,593.6274310120382,149.52802480778246,580.0188136335282,49.387625261643265,133.06297022532243,228.39478905935067,1.0,1,1.0
Suriname,SUR,535.742673207712,171.63791395329926,694.6598746342236,75.27774955803483,123.88228544318055,1094.9484174664583,0.0,1,1.0
Sweden,SWE,635.8193906489594,187.30703628790073,593.7616948955324,152.46575664703192,179.54626789565287,481.08882381883956,1.0,0,1.0
Switzerland,CHE,839.8424514266363,185.18156262866668,527.8332258015182,136.43792954191562,171.29854752131837,412.58543384724095,0.0,0,1.0
Syrian Arab Republic,SYR,636.8191958029417,151.63597684059332,550.6917186588458,47.92035488304735,137.51037910475944,47.602754114551004,1.0,0,1.0
Tajikistan,TJK,292.653268206279,102.45304074651264,447.46093137090133,34.16533824626566,124.27682345109584,190.07649944186537,0.0,1,0.0
Thailand,THA,425.74344457957665,72.64393848562052,373.589150763148,43.544514474954305,177.98988372149591,458.16020085658687,1.0,1,1.0
Timor-Leste,TLS,455.9415725534419,68.18014396668802,343.8664227404371,35.65517227292904,147.61087508884782,236.14969553698168,0.0,0,1.0
Togo,TGO,373.3500869215307,103.2104923631908,747.298993251906,33.09711142069291,128.6741825650671,685.6715695685873,1.0,0,1.0
Tonga,TON,479.69752303642986,60.391669251130175,313.92964705809135,32.954985732945936,167.1918829132513,262.85444637883205,0.0,1,1.0
Trinidad and Tobago,TTO,515.7188138513003,172.68480357870004,545.9476246192144,96.22993001361291,145.94309798149953,553.508081128534,1.0,1,1.0
Tunisia,TUN,633.5455125147068,152.59074906538984,805.8158736391194,62.80631763011006,146.9818924485118,141.182821734251,1.0,0,1.0
Türkiye,TUR,532.1807407414569,155.20356032933097,531.4448244464335,88.1070007743567,147.58298055765832,175.41263616245485,1.0,0,1.0
Uganda,UGA,442.5498020363706,118.62012017204178,1155.8888346544572,36.110517002989134,120.04693306867794,674.4563199426422,0.0,1,1.0
Ukraine,UKR,401.7646112629287,103.72477320315511,650.9536984097238,44.08912667131865,122.03790033255677,923.4510966902426,1.0,1,0.0
United Arab Emirates,ARE,567.9960266098007,154.58775445646356,534.370620703342,97.91616051656176,168.7588149670042,162.91111871035955,0.0,1,1.0
United Republic of Tanzania,TZA,433.2351419578695,119.36529284073725,753.7674078198481,38.956094668561086,124.68055695401395,535.4307998724059,1.0,1,1.0
United States of America,USA,673.4297692080347,126.79950847570551,553.0438388152606,131.39386778661756,206.83557705951293,605.4075469011634,1.0,0,1.0
Uzbekistan,UZB,258.9695618050327,101.86166534551703,499.9440468442859,44.23665367632817,129.4786694531179,460.54220232208513,1.0,1,1.0
Vanuatu,VUT,482.06475594705506,60.321006361349156,361.27389260549813,27.54213519131328,156.7031500932913,852.9572824798194,1.0,1,1.0
Viet Nam,VNM,279.3163298309106,72.94427626867645,287.13404645862886,34.54986735301917,194.45130237556467,388.6271893377164,0.0,0,0.0
Yemen,YEM,555.8293339470343,148.0927982260287,623.6756253220358,42.250952409914554,128.8963128428731,207.90497635953113,0.0,0,0.0
Zambia,ZMB,448.57047377371,118.37402360562942,666.5919349505729,42.96733177078931,124.41223036607705,792.7820729676404,1.0,1,1.0
Zimbabwe,ZWE,390.76925904233354,108.70480072817404,540.6822999149333,36.97994309448469,118.9824285977472,1175.7543776942182,1.0,1,1.0
