Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20735593,MH_5,COUNTRY,JAM,YEAR,2015,,,,,,,,,5,5,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735594,MH_5,COUNTRY,KEN,YEAR,2016,,,,,,,,,0,0,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735595,MH_5,COUNTRY,KGZ,YEAR,2016,,,,,,,,,7.7,7.7,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735596,MH_5,COUNTRY,KHM,YEAR,2016,,,,,,,,,0,0,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735597,MH_5,COUNTRY,KIR,YEAR,2015,,,,,,,,,2,2,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735598,MH_5,COUNTRY,KOR,YEAR,2016,,,,,,,,,3.8,3.8,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735599,MH_5,COUNTRY,LBN,YEAR,2015,,,,,,,,,5,5,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735600,MH_5,COUNTRY,LBR,YEAR,2016,,,,,,,,,2.4,2.4,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735601,MH_5,COUNTRY,LCA,YEAR,2016,,,,,,,,,6,6,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735602,MH_5,COUNTRY,LVA,YEAR,2015,,,,,,,,,5.3,5.3,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735603,MH_5,COUNTRY,MDA,YEAR,2015,,,,,,,,,2.2,2.2,,,,2019-04-25T08:25:09Z,2015,2015-01-01,2015-12-31
20735604,MH_5,COUNTRY,MMR,YEAR,2016,,,,,,,,,0.4,0.4,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
20735605,MH_5,COUNTRY,MRT,YEAR,2013,,,,,,,,,1.3,1.3,,,,2019-04-25T08:25:09Z,2013,2013-01-01,2013-12-31
20735606,MH_5,COUNTRY,MYS,YEAR,2016,,,,,,,,,1.3,1.3,,,,2019-04-25T08:25:09Z,2016,2016-01-01,2016-12-31
